"id","name","description"
"incoterm_02075499","02075499","Svježi ili rashlađeni ostali klaonički proizvodi, osim jetra, od gusaka"
"incoterm_02075510","02075510","Meso gusaka, ostalo, smrznuto, u komadima, bez kostiju"
"incoterm_02075521","02075521","Smrznute polovice ili četvrtine, u komadima, s kostima, od gusaka"
"incoterm_02075531","02075531","Smrznuta cijela krila, sa ili bez vrhova, u komadima, s kostima, od gusaka"
"incoterm_02075541","02075541","Smrznuti hrptovi, vratovi, hrptovi s vratovima, bataci i vrhovi krila, u komadima, s kostima, od gusaka"
"incoterm_02075551","02075551","Smrznuta prsa i komadi od njih, u komadima, s kostima, od gusaka"
"incoterm_02075561","02075561","Smrznute noge i komadi od njih, u komadima, s kostima, od gusaka"
"incoterm_02075571","02075571","Smrznuti paltoi, u komadima, s kostima, od gusaka"
"incoterm_02075581","02075581","Smrznuti komadi s kostima, ostali, od gusaka"
"incoterm_02075593","02075593","Smrznuta masna jetra, od gusaka"
"incoterm_02075595","02075595","Smrznuta jetra, od gusaka, osim masne jetre"
"incoterm_02075599","02075599","Smrznuti ostali klaonički proizvodi, osim jetra, od gusaka"
"incoterm_02076005","02076005","Meso biserki, neizrezano na komade, svježe, rashlađeno ili smrznuto"
"incoterm_02076010","02076010","Meso biserki, svježe, rashlađeno ili smrznuto, u komadima, bez kostiju"
"incoterm_02076021","02076021","Svježe, rashlađene ili smrznute, polovice ili četvrtine, u komadima, s kostima, od biserki"
"incoterm_02076031","02076031","Svježa, rashlađena ili smrznuta, cijela krila, sa ili bez vrhova, u komadima, s kostima, od biserki "
"incoterm_02076041","02076041","Svježi, rashlađeni ili smrznuti hrptovi, vratovi, hrptovi s vratovima, bataci i vrhovi krila, u komadima, s kostima, od biserki "
"incoterm_02076051","02076051","Svježa, rashlađena ili smrznuta, prsa i komadi od njih, u komadima, s kostima, od biserki  "
"incoterm_02076061","02076061","Svježe, rashlađene ili smrznute noge i komadi od njih, u komadima, s kostima, od biserki   "
"incoterm_02076081","02076081","Svježi, rashlađeni ili smrznuti komadi, od biserki, s kostima, ostali, drugdje nespomenuti"
"incoterm_02076091","02076091","Svježa, rashlađena ili smrznuta jetra, od biserki  "
"incoterm_02076099","02076099","Svježi, rashlađeni ili smrznuti ostali klaonički proizvodi od biserki, osim jetre  "
"incoterm_02081010","02081010","Meso i jestivi mesni klaonički proizvodi, svježi, rashlađeni ili smrznuti od domaćih kunića"
"incoterm_02081090","02081090","Meso i jestivi mesni klaonički proizvodi, svježi, rashlađeni ili smrznuti od divljih kunića ili zečeva"
"incoterm_02083000","02083000","Meso i jestivi mesni klaonički proizvodi, svježi, rashlađeni ili smrznuti od primata"
"incoterm_02084010","02084010","Meso svježe, rashlađeno ili smrznuto od kitova"
"incoterm_02084020","02084020","Meso svježe, rashlađeno ili smrznuto od tuljana"
"incoterm_02084080","02084080","Svježe, rashlađeno ili smrznuto meso i jestivi klaonički proizvodi delfina i pliskavica (sisavaca iz roda ""Cetacea""), morskih krava i moronja (sisavaca iz roda ""Sirenia""), morskih lavova i morževa (sisavaca iz podroda Pinnipedia)"
"incoterm_02085000","02085000","Svježe, rashlađeno ili smrznuto meso i jestivi klaonički proizvodi gmazova (npr. zmija, kornjača, krokodila)"
"incoterm_02086000","02086000","Meso i jestivi mesni klaonički proizvodi, svježi, rashlađeni ili smrznuti od deva i ostalih kamelida (Camelidae)"
"incoterm_02089010","02089010","Svježe, rashlađeno ili smrznuto meso i jestivi klaonički proizvodi domaćih golubova"
"incoterm_02089030","02089030","Svježe, rashlađeno ili smrznuto meso i jestivi klaonički proizvodi od divljači, osim od divljih kunića ili zečeva"
"incoterm_02089060","02089060","Svježe, rashlađeno ili smrznuto meso i jestivi mesni klaonički proizvodi od sobova"
"incoterm_02089070","02089070","Žablji bataci"
"incoterm_02089098","02089098","Meso i jestivi klaonički proizvodi, svježi, rashlađeni ili smrznuti (osim goveda, svinja, ovaca, koza, konja, magaraca, mazgi, mula, peradi (kokoši vrste ""Gallus domesticus"", patke, guske, pure, biserke), pitomih i divljih kunića i zečeva, primata, kitova, delfina i pliskavica (sisavaca iz roda ""Cetacea""), morskih krava i moronja (sisavaca iz roda ""Sirenia""), gmazova, golubova, divljači, tuljana, sjevernog soba i žabljih bataka)"
"incoterm_02091011","02091011","Svinjska masnoća, očišćena od mesa, netopljena niti drukčije ekstrahirana, svježa, rashlađena, smrznuta, soljena, u salamuri, sušena ili dimljena, svježa, rashlađena, smrznuta, soljena ili u salamuri"
"incoterm_02091019","02091019","Svinjska masnoća, očišćena od mesa, netopljena niti drukčije ekstrahirana, svježa, rashlađena, smrznuta, soljena, u salamuri, sušena ili dimljena, sušena ili dimljena"
"incoterm_02091090","02091090","Svinjska masnoća, osim one iz podbroja 0209 10 11 ili 0209 10 19"
"incoterm_02099000","02099000","Masnoća od peradi, netopljena niti drukčije ekstrahirana, svježa, rashlađena, smrznuta, soljena, u salamuri, sušena ili dimljena"
"incoterm_02101111","02101111","Šunke i komadi od njih, s kostima, od domaćih svinja, soljene ili u salamuri"
"incoterm_02101119","02101119","Plećke i komadi od njih, s kostima, od domaćih svinja, soljene ili u salamuri"
"incoterm_02101131","02101131","Šunke i komadi od njih, s kostima, od domaćih svinja, sušene ili dimljene"
"incoterm_02101139","02101139","Plećke i komadi od njih, s kostima, od domaćih svinja, sušeni ili dimljeni"
"incoterm_02101190","02101190","Šunke, plećke i komadi od njih, s kostima, od ostalih svinja, osim domaćih, soljeni ili u salamuri, sušeni ili dimljeni"
"incoterm_02101211","02101211","Prsa s potrbušinom (potrbušina) i komadi od njih, od domaćih svinja, soljeni ili u salamuri"
"incoterm_02101219","02101219","Prsa s potrbušinom (potrbušina) i komadi od njih, od domaćih svinja, sušeni ili dimljeni"
"incoterm_02101290","02101290","Prsa s potrbušinom (potrbušina) i komadi od njih, od ostalih svinja, soljeni, u salamuri, sušeni ili dimljeni"
"incoterm_02101910","02101910","Svinjsko meso, ""bacon"" polovice ili ""spencers"", od domaćih svinja, soljeno ili u salamuri"
"incoterm_02101920","02101920","Skraćene (¾) polovice ili srednji dijelovi (""middles""), od domaćih svinja, soljene ili u salamuri"
"incoterm_02101930","02101930","Prednji dijelovi i komadi od njih, od domaćih svinja, soljeni ili u salamuri"
"incoterm_02101940","02101940","Leđa i komadi od njih, od domaćih svinja, soljeni ili u salamuri"
"incoterm_02101950","02101950","Ostalo svinjsko meso, od domaćih svinja, soljeno ili u salamuri, osim šunke, plećki i komada od njih, s kostima, prsa s potrbušinom i komada od njih, ""bacon"" polovica ili ""spencers"", skraćenih (3/4) polovica ili srednjih dijelova, prednjih dijelova i komada od njih, te leđa i komada od njih"
"incoterm_02101960","02101960","Prednji dijelovi domaćih svinja i komadi od njih, sušeni ili dimljeni"
"incoterm_02101970","02101970","Leđa domaćih svinja i komadi od njih, sušeni ili dimljeni"
"incoterm_02101981","02101981","Sušeno ili dimljeno meso, bez kostiju, domaćih svinja (osim prednjih dijelova i komada od njih i leđa i komada od njih)"
"incoterm_02101989","02101989","Sušeno ili dimljeno meso, s kostima, domaće svinje (osim šunke, plećke i komada od njih, prsa s potrbušinom i komada od njih, prednjih dijelova i komada od njih i leđa i komada od njih)"
"incoterm_02101990","02101990","Meso ostalih svinja, soljeno, u salamuri, sušeno ili dimljeno (osim šunke, plećke i komada od njih, prednjih dijelova i komada od njih, prsa s potrbušinom i komada od njih, s kostima)"
"incoterm_02102010","02102010","Goveđe meso, s kostima, soljeno, u salamuri, sušeno ili dimljeno"
"incoterm_02102090","02102090","Goveđe meso, bez kostiju, soljeno, u salamuri, sušeno ili dimljeno"
"incoterm_02109100","02109100","Meso i jestivi klaonički proizvodi primata, soljeni, u salamuri, sušeni ili dimljeni, jestivo brašno i krupica od mesa ili klaoničkih proizvoda"
"incoterm_02109210","02109210","Meso i jestivi klaonički proizvodi, soljeni, u salamuri, sušeni ili dimljeni, i krupica od mesa ili klaoničkih proizvoda od kitova, dupina i pliskavica (sisavaca iz roda Cetacea); morskih krava i moronja (sisavaca iz roda Sirenia), tuljana, morskih lavova i morževa (sisavci iz podroda Pinnipedia)"
"incoterm_02109291","02109291","Meso od kitova, dupina i pliskavica (sisavaca iz roda Cetacea); morskih krava i moronja (sisavaca iz roda Sirenia), tuljana, morskih lavova i morževa (sisavaca iz podroda Pinnipedia)"
"incoterm_02109292","02109292","Klaonički proizvodi od kitova, dupina i pliskavica (sisavaca iz roda Cetacea); morskih krava i moronja (sisavaca iz roda Sirenia), tuljana, morskih lavova i morževa (sisavci iz podroda Pinnipedia)"
"incoterm_02109299","02109299","Jestivo brašno i krupica od mesa ili mesnih klaoničkih proizvoda od kitova, dupina i pliskavica (sisavaca iz roda Cetacea); morskih krava i moronja (sisavaca iz roda Sirenia), tuljana, morskih lavova i morževa (sisavci iz podroda Pinnipedia)"
"incoterm_02109300","02109300","Meso i jestivi klaonički proizvodi, soljeni, u salamuri, sušeni ili dimljeni, i krupica od mesa ili klaoničkih proizvoda, gmazova (npr. zmija, kornjača, aligatora)"
"incoterm_02109910","02109910","Konjsko meso, soljeno, u salamuri ili sušeno"
"incoterm_02109921","02109921","Ovčje i kozje meso, s kostima, soljeno, u salamuri, sušeno ili dimljeno"
"incoterm_02109929","02109929","Ovčje i kozje meso, bez kostiju, soljeno, u salamuri, sušeno ili dimljeno"
"incoterm_02109931","02109931","Meso sobova, soljeno, u salamuri, sušeno ili dimljeno"
"incoterm_02109939","02109939","Meso, soljeno, u salamuri, sušeno ili dimljeno (osim svinjskog i goveđeg, mesa sobova, ovce ili koze, primata, kitova, dupina i pliskavica (sisavaca iz roda ""Cetacea""), morskih krava i moronja (sisavaca iz roda ""Sirenia""), gmazova i konjskog mesa, soljenog, u salamuri, sušenog ili dimljenog)"
"incoterm_02109941","02109941","Jetra domaće svinje, soljena, u salamuri, sušena ili dimljena"
"incoterm_02109949","02109949","Jestivi klaonički proizvodi domaće svinje, soljeni, u salamuri, sušeni ili dimljeni (osim jetre)"
"incoterm_02109951","02109951","Jestiva goveđa prepona, mišićna i tetivna (flam), soljena, u salamuri, sušena ili dimljena"
"incoterm_02109959","02109959","Jestivi goveđi klaonički proizvodi, soljeni, u salamuri, sušeni ili dimljeni (osim prepone, mišićne i tetivne (flama))"
"incoterm_02109971","02109971","Jestiva masna jetra od gusaka i pataka, soljena ili u salamuri"
"incoterm_02109979","02109979","Jestiva jetra peradi, soljena, u salamuri, sušena ili dimljena (osim masne jetre od gusaka i pataka)"
"incoterm_02109985","02109985","Jestivi klaonički proizvodi, soljeni, u salamuri, sušeni ili dimljeni (osim onih od domaće svinje, goveda, ovce, koze, primata, kitova, dupina i pliskavica (sisavaca iz roda ""Cetacea""), morskih krava i moronja (sisavaca iz roda ""Sirenia""), gmazova i jetre peradi)"
"incoterm_02109990","02109990","Jestiva brašna i krupica od mesa ili mesnih klaoničkih proizvoda"
"incoterm_03011100","03011100","Živa ukrasna slatkovodna riba"
"incoterm_03011900","03011900","Živa ukrasna riba (osim slatkovodne)"
"incoterm_03019110","03019110","Živa pastrva vrste Oncorhynchus apache ili Oncorhynchus chrysogaster"
"incoterm_03019190","03019190","Žive pastrve ""Salmo trutta"", ""Oncorhynchus mykiss"", ""Oncorhynchus clarki"", ""Oncorhynchus aguabonita"", ""Oncorhynchus gilae"""
"incoterm_03019210","03019210","Žive jegulje ""Anguilla spp."" duljine manje od 12 cm"
"incoterm_03019230","03019230","Žive jegulje ""Anguilla spp."" duljine 12 cm ili veće, ali ne veće od 20 cm"
"incoterm_03019290","03019290","Žive jegulje ""Anguilla spp."" duljine 20 cm ili veće"
"incoterm_03019300","03019300","Živa riba iz porodice šarana (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)"
"incoterm_03019410","03019410","Živa atlantska plavoperajna tuna (Thunnus thynnus)"
"incoterm_03019490","03019490","Živa pacifička plavoperajna tuna (Thunnus orientalis)"
"incoterm_03019500","03019500","Živa plavoperajna tuna s južnih mora ""Thunnus maccoyii"""
"incoterm_03019911","03019911","Živi pacifički losos ""Oncorhynchus nerka"", ""Oncorhynchus gorbuscha"", ""Oncorhynchus keta"", ""Oncorhynchus tschawytscha"", ""Oncorhynchus kisutch"", ""Oncorhynchus masou"" i ""Oncorhynchus rhodurus"", atlantski losos ""Salmo salar"" i dunavski losos ""Hucho hucho"""
"incoterm_03019918","03019918","Živa riba ostala ostala (osim ukrasne ribe, pastrve [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus  gilae, orhynchus apache and Oncorhynchus chrysogaster], jegulje [Anguilla spp.], atlantske i pacifičke plavoperajne tune [Thunnus thynnus, Thunnus orientalis] i plavoperajne tune južnih mora [Thunnus maccoyii])                        "
"incoterm_03019985","03019985","Živa morska riba ostala (osim osim ukrasnih riba, pastrva [Salmo trutta,  Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae,  Oncorhynchus apache i Oncorhynchus chrysogaster], jegulje [Anguilla spp.], atlantske i pacifičke plavoperjane tune [Thunnus  thynnus, Thunnus orientalis] i plavoperjane tune južnih mora [Thunnus maccoyii]) "
"incoterm_03021110","03021110","Svježa ili rashlađena pastrva vrste Oncorhynchus apache ili Oncorhynchus chrysogaster"
"incoterm_03021120","03021120","Svježa ili rashlađena kalifornijska pastrva (Oncorhynchus mykiss), s glavom i škrgama, bez utrobe, mase po komadu veće od 1,2 kg, ili bez glave, škrga i utrobe, mase po komadu veće od 1 kg"
"incoterm_03021180","03021180","Svježe ili rashlađene pastrve ""Salmo trutta"", ""Oncorhynchus mykiss"", ""Oncorhynchus clarki"", ""Oncorhynchus aguabonita"", ""Oncorhynchus gilae"" (osim vrste ""Oncorhynchus mykiss"", s glavom i škrgama, bez utrobe, mase po komadu veće od 1,2 kg, ili bez glave, škrga i utrobe, mase po komadu veće od 1 kg)"
"incoterm_03021300","03021300","Svježi ili rashlađeni pacifički losos (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou i Oncorhynchus rhodurus)"
"incoterm_03021400","03021400","Svježi ili rashlađeni atlantski losos (Salmo salar) i mladica (Hucho hucho)"
"incoterm_03021900","03021900","Svježe ili rashlađene salmonide (osim pastrve ""Salmo trutta"", ""Oncorhynchus mykiss"", ""Oncorhynchus clarki"", ""Oncorhynchus aguabonita"", ""Oncorhynchus gilae"", ""Oncorhynchus apache"" i ""Oncorhynchus chrysogaster"", pacifičkog lososa ""Oncorhynchus nerka"", ""Oncorhynchus gorbuscha"", ""Oncorhynchus keta"", ""Oncorhynchus tschawytscha"", ""Oncorhynchus kisutch"", ""Oncorhynchus masou"" i ""Oncorhynchus rhodurus"", atlantskog lososa ""Salmo salar"" i dunavskog lososa ""Hucho hucho"")"
"incoterm_03022110","03022110","Svježa ili rashlađena grenlandska ploča ""Reinhardtius hippoglossoides"""
"incoterm_03022130","03022130","Svježa ili rashlađena atlantska ploča ""Hippoglossus hippoglossus"""
"incoterm_03022190","03022190","Svježa ili rashlađena pacifička ploča ""Hippoglossus stenolepis"""
"incoterm_03022200","03022200","Svježi ili rashlađeni iverak zlatopjeg (Pleuronectes platessa)"
"incoterm_03022300","03022300","Svježi ili rashlađeni listovi (Solea spp.)"
"incoterm_03022400","03022400","Svježi ili rashlađeni rumb (Psetta maxima)"
"incoterm_03022910","03022910","Svježa ili rashlađena plosnatka oštronoska ""Lepidorhombus spp."""
"incoterm_03022980","03022980","Svježa ili rashlađena riba iz reda plosnatica (porodice Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae i Citharidae) osim velike ploče (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), iverka zlatopjega (Pleuronectes platessa), listova (Solea spp.), rumba (Psetta maxima) i patarače (Lepidorhombus spp.)"
